timestamp, temperature.gpu, temperature.memory, power.draw [W]
2026/06/04 07:23:44.836, 77, N/A, 193.52 W
2026/06/04 07:23:49.836, 78, N/A, 199.27 W
2026/06/04 07:23:54.837, 76, N/A, 181.56 W
2026/06/04 07:23:59.837, 75, N/A, 187.81 W
2026/06/04 07:24:04.838, 76, N/A, 190.10 W
2026/06/04 07:24:09.838, 75, N/A, 185.47 W
2026/06/04 07:24:14.839, 78, N/A, 186.94 W
2026/06/04 07:24:19.839, 75, N/A, 188.51 W
2026/06/04 07:24:24.840, 76, N/A, 181.57 W
2026/06/04 07:24:29.840, 75, N/A, 175.60 W
2026/06/04 07:24:34.841, 77, N/A, 190.62 W
2026/06/04 07:24:39.841, 75, N/A, 180.82 W
2026/06/04 07:24:44.842, 78, N/A, 184.65 W
2026/06/04 07:24:49.842, 77, N/A, 181.54 W
2026/06/04 07:24:54.843, 76, N/A, 169.83 W
2026/06/04 07:24:59.843, 75, N/A, 180.89 W
2026/06/04 07:25:04.844, 75, N/A, 182.49 W
2026/06/04 07:25:09.844, 75, N/A, 184.82 W
2026/06/04 07:25:14.845, 75, N/A, 177.20 W
2026/06/04 07:25:19.845, 76, N/A, 191.36 W
2026/06/04 07:25:24.846, 77, N/A, 192.37 W
2026/06/04 07:25:29.846, 77, N/A, 188.36 W
2026/06/04 07:25:34.847, 75, N/A, 179.49 W
2026/06/04 07:25:39.847, 75, N/A, 170.40 W
2026/06/04 07:25:44.848, 76, N/A, 184.88 W
2026/06/04 07:25:49.848, 75, N/A, 187.29 W
2026/06/04 07:25:54.849, 74, N/A, 173.63 W
2026/06/04 07:25:59.849, 75, N/A, 192.32 W
2026/06/04 07:26:04.850, 75, N/A, 174.89 W
2026/06/04 07:26:09.850, 74, N/A, 176.82 W
2026/06/04 07:26:14.851, 77, N/A, 177.86 W
2026/06/04 07:26:19.851, 77, N/A, 193.54 W
2026/06/04 07:26:24.852, 77, N/A, 191.19 W
2026/06/04 07:26:29.852, 75, N/A, 178.21 W
2026/06/04 07:26:34.853, 74, N/A, 174.25 W
2026/06/04 07:26:39.853, 75, N/A, 181.58 W
2026/06/04 07:26:44.854, 74, N/A, 183.83 W
2026/06/04 07:26:49.854, 78, N/A, 178.28 W
2026/06/04 07:26:54.855, 74, N/A, 185.71 W
2026/06/04 07:26:59.855, 76, N/A, 185.48 W
2026/06/04 07:27:04.856, 75, N/A, 186.18 W
2026/06/04 07:27:09.856, 74, N/A, 163.27 W
2026/06/04 07:27:14.857, 75, N/A, 178.59 W
2026/06/04 07:27:19.857, 77, N/A, 187.04 W
2026/06/04 07:27:24.858, 76, N/A, 176.88 W
2026/06/04 07:27:29.858, 74, N/A, 183.23 W
2026/06/04 07:27:34.859, 77, N/A, 182.57 W
2026/06/04 07:27:39.859, 74, N/A, 179.75 W
2026/06/04 07:27:44.860, 76, N/A, 198.07 W
2026/06/04 07:27:49.860, 74, N/A, 175.38 W
2026/06/04 07:27:54.861, 77, N/A, 176.23 W
2026/06/04 07:27:59.861, 75, N/A, 193.22 W
2026/06/04 07:28:04.862, 75, N/A, 181.64 W
2026/06/04 07:28:09.862, 75, N/A, 181.29 W
2026/06/04 07:28:14.863, 77, N/A, 186.89 W
2026/06/04 07:28:19.863, 75, N/A, 184.95 W
2026/06/04 07:28:24.864, 74, N/A, 166.51 W
2026/06/04 07:28:29.864, 75, N/A, 180.88 W
2026/06/04 07:28:34.865, 74, N/A, 177.24 W
2026/06/04 07:28:39.866, 74, N/A, 194.89 W
2026/06/04 07:28:44.866, 74, N/A, 180.97 W
2026/06/04 07:28:49.867, 75, N/A, 178.92 W
2026/06/04 07:28:54.867, 75, N/A, 183.99 W
2026/06/04 07:28:59.868, 74, N/A, 170.12 W
2026/06/04 07:29:04.868, 77, N/A, 171.86 W
2026/06/04 07:29:09.869, 76, N/A, 189.87 W
2026/06/04 07:29:14.869, 75, N/A, 184.34 W
2026/06/04 07:29:19.870, 77, N/A, 192.60 W
2026/06/04 07:29:24.870, 74, N/A, 178.32 W
2026/06/04 07:29:29.871, 74, N/A, 169.14 W
2026/06/04 07:29:34.871, 74, N/A, 183.78 W
2026/06/04 07:29:39.872, 75, N/A, 182.66 W
2026/06/04 07:29:44.872, 75, N/A, 184.71 W
2026/06/04 07:29:49.873, 77, N/A, 181.76 W
2026/06/04 07:29:54.873, 74, N/A, 163.69 W
2026/06/04 07:29:59.874, 75, N/A, 178.72 W
2026/06/04 07:30:04.874, 75, N/A, 184.37 W
2026/06/04 07:30:09.875, 75, N/A, 176.83 W
2026/06/04 07:30:14.875, 73, N/A, 170.16 W
2026/06/04 07:30:19.876, 75, N/A, 186.35 W
2026/06/04 07:30:24.876, 74, N/A, 181.30 W
2026/06/04 07:30:29.877, 74, N/A, 182.76 W
2026/06/04 07:30:34.877, 75, N/A, 182.43 W
2026/06/04 07:30:39.878, 73, N/A, 172.28 W
2026/06/04 07:30:44.878, 76, N/A, 189.80 W
2026/06/04 07:30:49.879, 77, N/A, 181.34 W
2026/06/04 07:30:54.880, 74, N/A, 174.68 W
2026/06/04 07:30:59.880, 74, N/A, 177.47 W
2026/06/04 07:31:04.881, 77, N/A, 189.21 W
2026/06/04 07:31:09.881, 74, N/A, 178.59 W
2026/06/04 07:31:14.882, 74, N/A, 179.16 W
2026/06/04 07:31:19.882, 78, N/A, 190.15 W
2026/06/04 07:31:24.883, 75, N/A, 195.04 W
2026/06/04 07:31:29.883, 75, N/A, 176.75 W
2026/06/04 07:31:34.884, 78, N/A, 196.99 W
2026/06/04 07:31:39.884, 76, N/A, 173.34 W
2026/06/04 07:31:44.885, 75, N/A, 187.85 W
2026/06/04 07:31:49.885, 75, N/A, 187.69 W
2026/06/04 07:31:54.886, 76, N/A, 190.20 W
2026/06/04 07:31:59.886, 75, N/A, 180.00 W
2026/06/04 07:32:04.887, 75, N/A, 178.92 W
2026/06/04 07:32:09.887, 76, N/A, 186.81 W
2026/06/04 07:32:14.888, 75, N/A, 183.23 W
2026/06/04 07:32:19.888, 76, N/A, 193.25 W
2026/06/04 07:32:24.889, 74, N/A, 178.90 W
2026/06/04 07:32:29.889, 74, N/A, 191.82 W
2026/06/04 07:32:34.890, 76, N/A, 196.87 W
2026/06/04 07:32:39.890, 74, N/A, 174.94 W
2026/06/04 07:32:44.891, 75, N/A, 181.26 W
2026/06/04 07:32:49.891, 77, N/A, 191.92 W
2026/06/04 07:32:54.892, 75, N/A, 180.51 W
2026/06/04 07:32:59.892, 74, N/A, 173.93 W
2026/06/04 07:33:04.893, 74, N/A, 175.60 W
2026/06/04 07:33:09.893, 74, N/A, 163.12 W
2026/06/04 07:33:14.894, 75, N/A, 178.32 W
2026/06/04 07:33:19.894, 75, N/A, 181.47 W
2026/06/04 07:33:24.895, 77, N/A, 178.05 W
2026/06/04 07:33:29.895, 75, N/A, 172.83 W
2026/06/04 07:33:34.896, 75, N/A, 185.66 W
2026/06/04 07:33:39.896, 77, N/A, 185.93 W
2026/06/04 07:33:44.897, 77, N/A, 176.18 W
2026/06/04 07:33:49.897, 75, N/A, 186.80 W
2026/06/04 07:33:54.898, 74, N/A, 181.44 W
2026/06/04 07:33:59.898, 74, N/A, 188.86 W
2026/06/04 07:34:04.899, 74, N/A, 188.59 W
2026/06/04 07:34:09.899, 74, N/A, 186.88 W
2026/06/04 07:34:14.900, 75, N/A, 177.38 W
2026/06/04 07:34:19.900, 77, N/A, 175.97 W
2026/06/04 07:34:24.901, 76, N/A, 185.90 W
2026/06/04 07:34:29.901, 76, N/A, 183.22 W
2026/06/04 07:34:34.902, 75, N/A, 183.75 W
2026/06/04 07:34:39.902, 74, N/A, 175.65 W
2026/06/04 07:34:44.903, 74, N/A, 175.73 W
2026/06/04 07:34:49.903, 76, N/A, 189.73 W
2026/06/04 07:34:54.904, 75, N/A, 182.20 W
2026/06/04 07:34:59.904, 74, N/A, 181.36 W
2026/06/04 07:35:04.905, 75, N/A, 185.69 W
2026/06/04 07:35:09.905, 78, N/A, 191.60 W
2026/06/04 07:35:14.906, 74, N/A, 179.30 W
2026/06/04 07:35:19.906, 75, N/A, 181.64 W
2026/06/04 07:35:24.907, 75, N/A, 188.93 W
2026/06/04 07:35:29.908, 74, N/A, 177.86 W
2026/06/04 07:35:34.908, 75, N/A, 173.61 W
2026/06/04 07:35:39.909, 75, N/A, 176.96 W
2026/06/04 07:35:44.909, 75, N/A, 176.84 W
2026/06/04 07:35:49.910, 75, N/A, 181.80 W
2026/06/04 07:35:54.910, 75, N/A, 179.69 W
2026/06/04 07:35:59.911, 75, N/A, 187.48 W
2026/06/04 07:36:04.911, 76, N/A, 179.02 W
2026/06/04 07:36:09.912, 74, N/A, 181.40 W
2026/06/04 07:36:14.912, 74, N/A, 186.54 W
2026/06/04 07:36:19.913, 74, N/A, 175.81 W
2026/06/04 07:36:24.913, 77, N/A, 194.03 W
2026/06/04 07:36:29.914, 76, N/A, 184.20 W
2026/06/04 07:36:34.914, 76, N/A, 184.51 W
2026/06/04 07:36:39.915, 76, N/A, 176.68 W
2026/06/04 07:36:44.915, 75, N/A, 189.99 W
2026/06/04 07:36:49.916, 77, N/A, 179.41 W
2026/06/04 07:36:54.916, 75, N/A, 188.17 W
2026/06/04 07:36:59.917, 75, N/A, 178.90 W
2026/06/04 07:37:04.917, 76, N/A, 189.12 W
2026/06/04 07:37:09.918, 78, N/A, 196.58 W
2026/06/04 07:37:14.918, 75, N/A, 178.05 W
2026/06/04 07:37:19.919, 76, N/A, 184.61 W
2026/06/04 07:37:24.919, 74, N/A, 187.78 W
2026/06/04 07:37:29.920, 76, N/A, 197.28 W
2026/06/04 07:37:34.920, 75, N/A, 192.56 W
2026/06/04 07:37:39.921, 75, N/A, 188.10 W
2026/06/04 07:37:44.921, 75, N/A, 175.82 W
2026/06/04 07:37:49.922, 75, N/A, 188.05 W
2026/06/04 07:37:54.922, 75, N/A, 191.85 W
2026/06/04 07:37:59.923, 73, N/A, 181.32 W
2026/06/04 07:38:04.923, 75, N/A, 183.70 W
2026/06/04 07:38:09.924, 75, N/A, 188.37 W
2026/06/04 07:38:14.924, 74, N/A, 183.24 W
2026/06/04 07:38:19.924, 75, N/A, 182.97 W
2026/06/04 07:38:24.925, 75, N/A, 182.90 W
2026/06/04 07:38:29.925, 76, N/A, 182.55 W
2026/06/04 07:38:34.926, 74, N/A, 179.13 W
2026/06/04 07:38:39.927, 74, N/A, 182.66 W
2026/06/04 07:38:44.927, 75, N/A, 179.79 W
2026/06/04 07:38:49.927, 74, N/A, 176.91 W
2026/06/04 07:38:54.928, 75, N/A, 192.11 W
2026/06/04 07:38:59.928, 74, N/A, 175.98 W
2026/06/04 07:39:04.929, 74, N/A, 175.81 W
2026/06/04 07:39:09.929, 74, N/A, 177.52 W
2026/06/04 07:39:14.930, 75, N/A, 196.42 W
2026/06/04 07:39:19.931, 74, N/A, 192.61 W
2026/06/04 07:39:24.931, 75, N/A, 185.17 W
2026/06/04 07:39:29.932, 75, N/A, 188.55 W
2026/06/04 07:39:34.932, 75, N/A, 177.55 W
2026/06/04 07:39:39.932, 75, N/A, 183.62 W
2026/06/04 07:39:44.933, 75, N/A, 184.36 W
2026/06/04 07:39:49.933, 74, N/A, 168.73 W
2026/06/04 07:39:54.934, 76, N/A, 176.58 W
2026/06/04 07:39:59.935, 76, N/A, 181.67 W
2026/06/04 07:40:04.935, 74, N/A, 185.77 W
2026/06/04 07:40:09.936, 74, N/A, 199.79 W
2026/06/04 07:40:14.937, 76, N/A, 179.61 W
2026/06/04 07:40:19.937, 75, N/A, 177.91 W
2026/06/04 07:40:24.937, 75, N/A, 190.62 W
2026/06/04 07:40:29.938, 74, N/A, 180.57 W
2026/06/04 07:40:34.939, 74, N/A, 180.79 W
2026/06/04 07:40:39.939, 75, N/A, 172.45 W
2026/06/04 07:40:44.939, 76, N/A, 190.39 W
2026/06/04 07:40:49.940, 76, N/A, 183.40 W
2026/06/04 07:40:54.940, 75, N/A, 174.27 W
2026/06/04 07:40:59.941, 75, N/A, 191.26 W
2026/06/04 07:41:04.941, 74, N/A, 187.73 W
2026/06/04 07:41:09.942, 75, N/A, 179.48 W
2026/06/04 07:41:14.943, 75, N/A, 183.24 W
2026/06/04 07:41:19.943, 75, N/A, 186.03 W
2026/06/04 07:41:24.944, 75, N/A, 194.19 W
2026/06/04 07:41:29.944, 75, N/A, 181.78 W
2026/06/04 07:41:34.945, 76, N/A, 183.58 W
2026/06/04 07:41:39.945, 74, N/A, 191.49 W
2026/06/04 07:41:44.946, 75, N/A, 183.02 W
2026/06/04 07:41:49.946, 76, N/A, 183.04 W
2026/06/04 07:41:54.947, 76, N/A, 185.52 W
2026/06/04 07:41:59.947, 75, N/A, 179.26 W
2026/06/04 07:42:04.948, 75, N/A, 191.02 W
2026/06/04 07:42:09.948, 75, N/A, 186.48 W
2026/06/04 07:42:14.949, 78, N/A, 187.20 W
2026/06/04 07:42:19.949, 75, N/A, 183.78 W
2026/06/04 07:42:24.950, 74, N/A, 190.35 W
2026/06/04 07:42:29.950, 75, N/A, 176.67 W
2026/06/04 07:42:34.950, 75, N/A, 177.40 W
2026/06/04 07:42:39.951, 75, N/A, 176.08 W
2026/06/04 07:42:44.952, 75, N/A, 178.97 W
2026/06/04 07:42:49.952, 74, N/A, 180.21 W
2026/06/04 07:42:54.953, 74, N/A, 182.56 W
2026/06/04 07:42:59.953, 74, N/A, 180.01 W
2026/06/04 07:43:04.954, 74, N/A, 184.88 W
2026/06/04 07:43:09.954, 75, N/A, 183.00 W
2026/06/04 07:43:14.955, 76, N/A, 178.60 W
2026/06/04 07:43:19.955, 75, N/A, 180.93 W
2026/06/04 07:43:24.956, 75, N/A, 179.50 W
2026/06/04 07:43:29.956, 75, N/A, 183.27 W
2026/06/04 07:43:34.957, 76, N/A, 191.38 W
2026/06/04 07:43:39.957, 74, N/A, 181.01 W
2026/06/04 07:43:44.958, 76, N/A, 191.46 W
2026/06/04 07:43:49.958, 74, N/A, 180.42 W
2026/06/04 07:43:54.959, 78, N/A, 195.88 W
2026/06/04 07:43:59.959, 75, N/A, 186.93 W
2026/06/04 07:44:04.959, 76, N/A, 182.84 W
2026/06/04 07:44:09.960, 75, N/A, 182.65 W
2026/06/04 07:44:14.960, 76, N/A, 191.55 W
2026/06/04 07:44:19.961, 74, N/A, 184.63 W
2026/06/04 07:44:24.961, 75, N/A, 178.80 W
2026/06/04 07:44:29.962, 76, N/A, 175.26 W
2026/06/04 07:44:34.963, 75, N/A, 177.96 W
2026/06/04 07:44:39.963, 75, N/A, 186.38 W
2026/06/04 07:44:44.964, 75, N/A, 192.15 W
2026/06/04 07:44:49.964, 77, N/A, 187.02 W
2026/06/04 07:44:54.965, 75, N/A, 183.36 W
2026/06/04 07:44:59.965, 75, N/A, 183.79 W
2026/06/04 07:45:04.966, 77, N/A, 187.62 W
2026/06/04 07:45:09.966, 76, N/A, 181.85 W
2026/06/04 07:45:14.966, 77, N/A, 187.47 W
2026/06/04 07:45:19.967, 74, N/A, 172.27 W
2026/06/04 07:45:24.967, 77, N/A, 200.47 W
2026/06/04 07:45:29.968, 74, N/A, 173.99 W
2026/06/04 07:45:34.968, 77, N/A, 183.79 W
2026/06/04 07:45:39.969, 76, N/A, 183.30 W
2026/06/04 07:45:44.970, 75, N/A, 178.03 W
2026/06/04 07:45:49.970, 75, N/A, 184.15 W
2026/06/04 07:45:54.971, 75, N/A, 175.31 W
2026/06/04 07:45:59.971, 74, N/A, 179.84 W
2026/06/04 07:46:04.972, 77, N/A, 192.08 W
2026/06/04 07:46:09.973, 74, N/A, 176.76 W
2026/06/04 07:46:14.973, 75, N/A, 187.03 W
2026/06/04 07:46:19.973, 74, N/A, 183.91 W
2026/06/04 07:46:24.974, 76, N/A, 195.49 W
2026/06/04 07:46:29.974, 74, N/A, 181.43 W
2026/06/04 07:46:34.975, 75, N/A, 194.30 W
2026/06/04 07:46:39.975, 75, N/A, 178.22 W
2026/06/04 07:46:44.976, 75, N/A, 190.44 W
2026/06/04 07:46:49.976, 77, N/A, 192.79 W
2026/06/04 07:46:54.977, 76, N/A, 191.03 W
2026/06/04 07:46:59.977, 75, N/A, 176.08 W
2026/06/04 07:47:04.978, 75, N/A, 189.72 W
2026/06/04 07:47:09.978, 78, N/A, 188.23 W
2026/06/04 07:47:14.979, 75, N/A, 185.82 W
2026/06/04 07:47:19.979, 75, N/A, 176.00 W
2026/06/04 07:47:24.980, 77, N/A, 187.80 W
2026/06/04 07:47:29.980, 78, N/A, 182.81 W
2026/06/04 07:47:34.981, 77, N/A, 184.41 W
2026/06/04 07:47:39.981, 76, N/A, 202.91 W
2026/06/04 07:47:44.982, 75, N/A, 184.20 W
2026/06/04 07:47:49.982, 74, N/A, 184.01 W
2026/06/04 07:47:54.983, 74, N/A, 179.86 W
2026/06/04 07:47:59.983, 73, N/A, 178.47 W
2026/06/04 07:48:04.984, 75, N/A, 179.49 W
2026/06/04 07:48:09.985, 74, N/A, 176.75 W
2026/06/04 07:48:14.985, 76, N/A, 185.77 W
2026/06/04 07:48:19.986, 75, N/A, 191.16 W
2026/06/04 07:48:24.986, 75, N/A, 180.35 W
2026/06/04 07:48:29.987, 76, N/A, 186.43 W
2026/06/04 07:48:34.987, 75, N/A, 181.69 W
2026/06/04 07:48:39.988, 76, N/A, 168.88 W
2026/06/04 07:48:44.988, 75, N/A, 186.57 W
2026/06/04 07:48:49.989, 75, N/A, 185.26 W
2026/06/04 07:48:54.989, 76, N/A, 178.94 W
2026/06/04 07:48:59.990, 75, N/A, 180.64 W
2026/06/04 07:49:04.990, 76, N/A, 184.71 W
2026/06/04 07:49:09.991, 76, N/A, 184.92 W
2026/06/04 07:49:14.991, 76, N/A, 186.94 W
2026/06/04 07:49:19.992, 75, N/A, 175.71 W
2026/06/04 07:49:24.992, 75, N/A, 180.75 W
2026/06/04 07:49:29.993, 74, N/A, 183.46 W
2026/06/04 07:49:34.993, 77, N/A, 187.58 W
2026/06/04 07:49:39.994, 75, N/A, 186.92 W
2026/06/04 07:49:44.994, 77, N/A, 178.89 W
2026/06/04 07:49:49.995, 76, N/A, 184.27 W
2026/06/04 07:49:54.995, 78, N/A, 183.66 W
2026/06/04 07:49:59.995, 75, N/A, 179.66 W
2026/06/04 07:50:04.996, 76, N/A, 183.35 W
2026/06/04 07:50:09.996, 75, N/A, 180.81 W
2026/06/04 07:50:14.997, 77, N/A, 192.12 W
2026/06/04 07:50:19.997, 78, N/A, 175.73 W
2026/06/04 07:50:24.998, 76, N/A, 183.35 W
2026/06/04 07:50:29.998, 75, N/A, 175.00 W
2026/06/04 07:50:34.999, 76, N/A, 193.26 W
2026/06/04 07:50:39.999, 75, N/A, 188.24 W
2026/06/04 07:50:45.000, 76, N/A, 191.91 W
2026/06/04 07:50:50.000, 75, N/A, 185.95 W
2026/06/04 07:50:55.001, 74, N/A, 182.14 W
2026/06/04 07:51:00.002, 76, N/A, 201.62 W
2026/06/04 07:51:05.002, 75, N/A, 189.85 W
2026/06/04 07:51:10.002, 75, N/A, 179.99 W
2026/06/04 07:51:15.003, 77, N/A, 190.73 W
2026/06/04 07:51:20.003, 77, N/A, 184.04 W
2026/06/04 07:51:25.004, 76, N/A, 181.58 W
2026/06/04 07:51:30.004, 76, N/A, 181.43 W
2026/06/04 07:51:35.005, 75, N/A, 182.02 W
2026/06/04 07:51:40.006, 77, N/A, 184.40 W
2026/06/04 07:51:45.006, 75, N/A, 177.76 W
2026/06/04 07:51:50.007, 76, N/A, 186.26 W
2026/06/04 07:51:55.007, 76, N/A, 186.81 W
2026/06/04 07:52:00.008, 76, N/A, 193.48 W
2026/06/04 07:52:05.008, 75, N/A, 188.24 W
2026/06/04 07:52:10.008, 77, N/A, 188.74 W
2026/06/04 07:52:15.009, 74, N/A, 153.96 W
2026/06/04 07:52:20.009, 75, N/A, 169.66 W
2026/06/04 07:52:25.010, 75, N/A, 170.87 W
2026/06/04 07:52:30.010, 75, N/A, 179.29 W
2026/06/04 07:52:35.011, 75, N/A, 183.47 W
2026/06/04 07:52:40.011, 75, N/A, 179.22 W
2026/06/04 07:52:45.012, 77, N/A, 188.31 W
2026/06/04 07:52:50.012, 74, N/A, 178.72 W
2026/06/04 07:52:55.013, 75, N/A, 172.81 W
2026/06/04 07:53:00.013, 76, N/A, 185.29 W
2026/06/04 07:53:05.014, 76, N/A, 182.05 W
2026/06/04 07:53:10.014, 75, N/A, 187.54 W
2026/06/04 07:53:15.015, 75, N/A, 181.43 W
2026/06/04 07:53:20.015, 76, N/A, 198.28 W
2026/06/04 07:53:25.016, 74, N/A, 188.35 W
2026/06/04 07:53:30.016, 76, N/A, 186.41 W
2026/06/04 07:53:35.017, 75, N/A, 183.16 W
2026/06/04 07:53:40.017, 77, N/A, 195.47 W
2026/06/04 07:53:45.018, 76, N/A, 178.82 W
2026/06/04 07:53:50.018, 75, N/A, 188.15 W
2026/06/04 07:53:55.019, 74, N/A, 182.35 W
2026/06/04 07:54:00.019, 75, N/A, 180.15 W
2026/06/04 07:54:05.020, 78, N/A, 176.02 W
2026/06/04 07:54:10.020, 75, N/A, 180.96 W
2026/06/04 07:54:15.021, 74, N/A, 173.62 W
2026/06/04 07:54:20.021, 76, N/A, 190.44 W
2026/06/04 07:54:25.021, 76, N/A, 186.04 W
2026/06/04 07:54:30.022, 75, N/A, 180.64 W
2026/06/04 07:54:35.022, 76, N/A, 183.58 W
2026/06/04 07:54:40.023, 75, N/A, 197.57 W
2026/06/04 07:54:45.023, 75, N/A, 186.02 W
2026/06/04 07:54:50.024, 75, N/A, 184.12 W
2026/06/04 07:54:55.024, 76, N/A, 194.03 W
2026/06/04 07:55:00.025, 76, N/A, 182.05 W
2026/06/04 07:55:05.025, 76, N/A, 183.19 W
2026/06/04 07:55:10.026, 77, N/A, 182.55 W
2026/06/04 07:55:15.026, 77, N/A, 192.03 W
2026/06/04 07:55:20.027, 75, N/A, 195.12 W
2026/06/04 07:55:25.027, 75, N/A, 182.96 W
2026/06/04 07:55:30.028, 76, N/A, 194.49 W
2026/06/04 07:55:35.028, 75, N/A, 186.44 W
2026/06/04 07:55:40.029, 77, N/A, 189.44 W
2026/06/04 07:55:45.029, 77, N/A, 190.73 W
2026/06/04 07:55:50.030, 75, N/A, 190.50 W
2026/06/04 07:55:55.030, 75, N/A, 169.79 W
2026/06/04 07:56:00.031, 76, N/A, 180.25 W
2026/06/04 07:56:05.031, 75, N/A, 195.86 W
2026/06/04 07:56:10.032, 76, N/A, 195.87 W
2026/06/04 07:56:15.032, 76, N/A, 174.76 W
2026/06/04 07:56:20.033, 76, N/A, 184.01 W
2026/06/04 07:56:25.033, 76, N/A, 183.85 W
2026/06/04 07:56:30.034, 76, N/A, 192.66 W
2026/06/04 07:56:35.034, 74, N/A, 174.28 W
2026/06/04 07:56:40.035, 75, N/A, 169.92 W
2026/06/04 07:56:45.035, 74, N/A, 172.05 W
2026/06/04 07:56:50.035, 76, N/A, 179.27 W
2026/06/04 07:56:55.036, 76, N/A, 179.07 W
2026/06/04 07:57:00.036, 75, N/A, 193.43 W
2026/06/04 07:57:05.037, 75, N/A, 183.18 W
2026/06/04 07:57:10.037, 75, N/A, 183.36 W
2026/06/04 07:57:15.038, 76, N/A, 182.50 W
2026/06/04 07:57:20.038, 76, N/A, 185.16 W
2026/06/04 07:57:25.039, 75, N/A, 185.97 W
2026/06/04 07:57:30.039, 76, N/A, 179.36 W
2026/06/04 07:57:35.040, 76, N/A, 183.20 W
2026/06/04 07:57:40.041, 76, N/A, 184.52 W
2026/06/04 07:57:45.041, 77, N/A, 188.42 W
2026/06/04 07:57:50.042, 77, N/A, 189.80 W
2026/06/04 07:57:55.042, 76, N/A, 180.90 W
2026/06/04 07:58:00.043, 75, N/A, 183.78 W
2026/06/04 07:58:05.043, 75, N/A, 182.69 W
2026/06/04 07:58:10.044, 76, N/A, 191.38 W
2026/06/04 07:58:15.044, 77, N/A, 184.85 W
2026/06/04 07:58:20.045, 77, N/A, 191.96 W
2026/06/04 07:58:25.045, 79, N/A, 207.77 W
2026/06/04 07:58:30.046, 74, N/A, 179.15 W
2026/06/04 07:58:35.046, 76, N/A, 179.09 W
2026/06/04 07:58:40.047, 76, N/A, 178.36 W
2026/06/04 07:58:45.047, 78, N/A, 186.07 W
2026/06/04 07:58:50.047, 77, N/A, 193.73 W
2026/06/04 07:58:55.048, 76, N/A, 172.17 W
2026/06/04 07:59:00.048, 75, N/A, 175.49 W
2026/06/04 07:59:05.049, 76, N/A, 186.33 W
2026/06/04 07:59:10.049, 75, N/A, 184.46 W
2026/06/04 07:59:15.050, 74, N/A, 182.53 W
2026/06/04 07:59:20.050, 75, N/A, 181.29 W
2026/06/04 07:59:25.051, 75, N/A, 190.76 W
2026/06/04 07:59:30.051, 75, N/A, 176.46 W
2026/06/04 07:59:35.052, 75, N/A, 181.08 W
2026/06/04 07:59:40.052, 74, N/A, 184.70 W
2026/06/04 07:59:45.053, 76, N/A, 202.79 W
2026/06/04 07:59:50.053, 75, N/A, 168.33 W
2026/06/04 07:59:55.054, 76, N/A, 190.41 W
2026/06/04 08:00:00.054, 75, N/A, 175.97 W
2026/06/04 08:00:05.055, 76, N/A, 184.90 W
2026/06/04 08:00:10.055, 76, N/A, 176.66 W
2026/06/04 08:00:15.056, 75, N/A, 185.47 W
2026/06/04 08:00:20.056, 77, N/A, 187.70 W
2026/06/04 08:00:25.057, 76, N/A, 193.74 W
2026/06/04 08:00:30.057, 75, N/A, 183.74 W
2026/06/04 08:00:35.058, 76, N/A, 188.39 W
2026/06/04 08:00:40.058, 76, N/A, 186.88 W
2026/06/04 08:00:45.059, 77, N/A, 183.18 W
2026/06/04 08:00:50.059, 76, N/A, 179.06 W
2026/06/04 08:00:55.060, 76, N/A, 186.20 W
2026/06/04 08:01:00.060, 75, N/A, 181.96 W
2026/06/04 08:01:05.061, 76, N/A, 183.38 W
2026/06/04 08:01:10.061, 75, N/A, 186.23 W
2026/06/04 08:01:15.062, 77, N/A, 194.50 W
2026/06/04 08:01:20.062, 74, N/A, 173.17 W
2026/06/04 08:01:25.063, 79, N/A, 189.47 W
2026/06/04 08:01:30.064, 77, N/A, 183.09 W
2026/06/04 08:01:35.064, 76, N/A, 180.37 W
2026/06/04 08:01:40.065, 75, N/A, 180.39 W
2026/06/04 08:01:45.065, 76, N/A, 196.41 W
2026/06/04 08:01:50.066, 78, N/A, 194.61 W
2026/06/04 08:01:55.067, 75, N/A, 187.36 W
2026/06/04 08:02:00.067, 76, N/A, 183.68 W
2026/06/04 08:02:05.068, 75, N/A, 174.84 W
2026/06/04 08:02:10.068, 76, N/A, 185.29 W
2026/06/04 08:02:15.069, 75, N/A, 181.54 W
2026/06/04 08:02:20.070, 76, N/A, 189.78 W
2026/06/04 08:02:25.070, 77, N/A, 182.56 W
2026/06/04 08:02:30.071, 76, N/A, 183.77 W
2026/06/04 08:02:35.071, 75, N/A, 175.91 W
2026/06/04 08:02:40.072, 75, N/A, 184.77 W
2026/06/04 08:02:45.072, 76, N/A, 190.18 W
2026/06/04 08:02:50.073, 77, N/A, 195.60 W
2026/06/04 08:02:55.073, 78, N/A, 193.10 W
2026/06/04 08:03:00.074, 75, N/A, 189.20 W
2026/06/04 08:03:05.074, 77, N/A, 190.95 W
2026/06/04 08:03:10.075, 76, N/A, 181.07 W
2026/06/04 08:03:15.075, 75, N/A, 183.31 W
2026/06/04 08:03:20.076, 78, N/A, 196.67 W
2026/06/04 08:03:25.076, 75, N/A, 183.12 W
2026/06/04 08:03:30.077, 75, N/A, 184.79 W
2026/06/04 08:03:35.077, 75, N/A, 179.77 W
2026/06/04 08:03:40.078, 75, N/A, 188.40 W
2026/06/04 08:03:45.078, 75, N/A, 182.34 W
