timestamp, temperature.gpu, temperature.memory, power.draw [W]
2026/06/03 18:45:53.824, 73, N/A, 191.03 W
2026/06/03 18:45:58.825, 72, N/A, 180.65 W
2026/06/03 18:46:03.825, 72, N/A, 178.37 W
2026/06/03 18:46:08.826, 72, N/A, 186.32 W
2026/06/03 18:46:13.826, 71, N/A, 171.44 W
2026/06/03 18:46:18.827, 73, N/A, 182.40 W
2026/06/03 18:46:23.827, 71, N/A, 175.88 W
2026/06/03 18:46:28.828, 72, N/A, 183.90 W
2026/06/03 18:46:33.828, 72, N/A, 179.82 W
2026/06/03 18:46:38.829, 73, N/A, 177.16 W
2026/06/03 18:46:43.829, 72, N/A, 180.49 W
2026/06/03 18:46:48.830, 71, N/A, 176.51 W
2026/06/03 18:46:53.830, 72, N/A, 179.14 W
2026/06/03 18:46:58.831, 73, N/A, 174.32 W
2026/06/03 18:47:03.831, 71, N/A, 178.66 W
2026/06/03 18:47:08.831, 72, N/A, 173.06 W
2026/06/03 18:47:13.832, 72, N/A, 178.90 W
2026/06/03 18:47:18.832, 71, N/A, 188.71 W
2026/06/03 18:47:23.833, 72, N/A, 172.82 W
2026/06/03 18:47:28.833, 72, N/A, 180.26 W
2026/06/03 18:47:33.834, 71, N/A, 178.07 W
2026/06/03 18:47:38.834, 72, N/A, 175.83 W
2026/06/03 18:47:43.835, 71, N/A, 181.71 W
2026/06/03 18:47:48.835, 73, N/A, 185.24 W
2026/06/03 18:47:53.835, 72, N/A, 177.42 W
2026/06/03 18:47:58.836, 73, N/A, 188.57 W
2026/06/03 18:48:03.836, 73, N/A, 186.62 W
2026/06/03 18:48:08.837, 72, N/A, 177.69 W
2026/06/03 18:48:13.837, 71, N/A, 172.19 W
2026/06/03 18:48:18.838, 71, N/A, 177.81 W
2026/06/03 18:48:23.839, 73, N/A, 178.14 W
2026/06/03 18:48:28.839, 73, N/A, 188.33 W
2026/06/03 18:48:33.840, 71, N/A, 172.56 W
2026/06/03 18:48:38.841, 73, N/A, 184.90 W
2026/06/03 18:48:43.841, 71, N/A, 172.43 W
2026/06/03 18:48:48.842, 75, N/A, 183.02 W
2026/06/03 18:48:53.842, 72, N/A, 164.10 W
2026/06/03 18:48:58.843, 72, N/A, 176.28 W
2026/06/03 18:49:03.844, 71, N/A, 177.40 W
2026/06/03 18:49:08.844, 75, N/A, 174.21 W
2026/06/03 18:49:13.845, 72, N/A, 192.47 W
2026/06/03 18:49:18.846, 74, N/A, 178.37 W
2026/06/03 18:49:23.846, 72, N/A, 182.49 W
2026/06/03 18:49:28.847, 73, N/A, 188.23 W
2026/06/03 18:49:33.848, 70, N/A, 163.92 W
2026/06/03 18:49:38.848, 71, N/A, 178.04 W
2026/06/03 18:49:43.849, 71, N/A, 172.79 W
2026/06/03 18:49:48.849, 71, N/A, 180.07 W
2026/06/03 18:49:53.850, 72, N/A, 174.07 W
2026/06/03 18:49:58.850, 71, N/A, 175.51 W
2026/06/03 18:50:03.851, 72, N/A, 186.40 W
2026/06/03 18:50:08.851, 71, N/A, 184.57 W
2026/06/03 18:50:13.852, 74, N/A, 184.49 W
2026/06/03 18:50:18.853, 72, N/A, 177.04 W
2026/06/03 18:50:23.853, 71, N/A, 189.00 W
2026/06/03 18:50:28.854, 72, N/A, 174.72 W
2026/06/03 18:50:33.854, 72, N/A, 163.49 W
2026/06/03 18:50:38.855, 71, N/A, 178.26 W
2026/06/03 18:50:43.856, 71, N/A, 178.00 W
2026/06/03 18:50:48.856, 73, N/A, 184.50 W
2026/06/03 18:50:53.857, 72, N/A, 167.12 W
2026/06/03 18:50:58.857, 72, N/A, 177.47 W
2026/06/03 18:51:03.858, 70, N/A, 164.52 W
2026/06/03 18:51:08.858, 72, N/A, 179.89 W
2026/06/03 18:51:13.858, 71, N/A, 197.35 W
2026/06/03 18:51:18.859, 72, N/A, 166.44 W
2026/06/03 18:51:23.859, 74, N/A, 187.94 W
2026/06/03 18:51:28.860, 72, N/A, 183.35 W
2026/06/03 18:51:33.860, 72, N/A, 181.05 W
2026/06/03 18:51:38.861, 71, N/A, 185.98 W
2026/06/03 18:51:43.862, 74, N/A, 181.07 W
2026/06/03 18:51:48.862, 73, N/A, 194.21 W
2026/06/03 18:51:53.863, 72, N/A, 177.15 W
2026/06/03 18:51:58.863, 71, N/A, 183.55 W
2026/06/03 18:52:03.864, 71, N/A, 181.55 W
2026/06/03 18:52:08.864, 72, N/A, 181.49 W
2026/06/03 18:52:13.864, 71, N/A, 179.53 W
2026/06/03 18:52:18.865, 73, N/A, 173.18 W
2026/06/03 18:52:23.865, 74, N/A, 183.92 W
2026/06/03 18:52:28.866, 72, N/A, 179.61 W
2026/06/03 18:52:33.866, 72, N/A, 179.15 W
2026/06/03 18:52:38.867, 73, N/A, 175.72 W
2026/06/03 18:52:43.867, 72, N/A, 186.48 W
2026/06/03 18:52:48.868, 72, N/A, 179.62 W
2026/06/03 18:52:53.868, 72, N/A, 192.81 W
2026/06/03 18:52:58.869, 71, N/A, 175.31 W
2026/06/03 18:53:03.869, 73, N/A, 188.47 W
2026/06/03 18:53:08.870, 71, N/A, 182.79 W
2026/06/03 18:53:13.870, 72, N/A, 190.67 W
2026/06/03 18:53:18.871, 72, N/A, 179.05 W
2026/06/03 18:53:23.871, 72, N/A, 176.97 W
2026/06/03 18:53:28.872, 72, N/A, 177.47 W
2026/06/03 18:53:33.872, 72, N/A, 182.00 W
2026/06/03 18:53:38.873, 73, N/A, 187.63 W
2026/06/03 18:53:43.874, 72, N/A, 180.95 W
2026/06/03 18:53:48.874, 71, N/A, 178.69 W
2026/06/03 18:53:53.875, 72, N/A, 175.25 W
2026/06/03 18:53:58.876, 72, N/A, 167.95 W
2026/06/03 18:54:03.876, 72, N/A, 186.32 W
2026/06/03 18:54:08.877, 72, N/A, 179.47 W
2026/06/03 18:54:13.878, 72, N/A, 182.77 W
2026/06/03 18:54:18.878, 73, N/A, 173.89 W
2026/06/03 18:54:23.879, 72, N/A, 175.61 W
2026/06/03 18:54:28.879, 71, N/A, 174.32 W
2026/06/03 18:54:33.880, 71, N/A, 171.75 W
2026/06/03 18:54:38.880, 71, N/A, 172.30 W
2026/06/03 18:54:43.881, 72, N/A, 190.24 W
2026/06/03 18:54:48.881, 71, N/A, 177.06 W
2026/06/03 18:54:53.882, 72, N/A, 170.25 W
2026/06/03 18:54:58.882, 72, N/A, 192.51 W
2026/06/03 18:55:03.883, 76, N/A, 186.96 W
2026/06/03 18:55:08.884, 72, N/A, 181.49 W
2026/06/03 18:55:13.884, 72, N/A, 178.91 W
2026/06/03 18:55:18.885, 73, N/A, 182.33 W
2026/06/03 18:55:23.885, 71, N/A, 179.16 W
2026/06/03 18:55:28.886, 74, N/A, 172.85 W
2026/06/03 18:55:33.887, 71, N/A, 178.27 W
2026/06/03 18:55:38.887, 73, N/A, 179.16 W
2026/06/03 18:55:43.888, 71, N/A, 180.91 W
2026/06/03 18:55:48.888, 71, N/A, 171.36 W
2026/06/03 18:55:53.889, 73, N/A, 182.43 W
2026/06/03 18:55:58.889, 72, N/A, 177.54 W
2026/06/03 18:56:03.890, 72, N/A, 179.77 W
2026/06/03 18:56:08.890, 71, N/A, 177.54 W
2026/06/03 18:56:13.891, 72, N/A, 182.15 W
2026/06/03 18:56:18.891, 72, N/A, 178.47 W
2026/06/03 18:56:23.892, 74, N/A, 182.98 W
2026/06/03 18:56:28.892, 73, N/A, 182.58 W
2026/06/03 18:56:33.893, 73, N/A, 178.92 W
2026/06/03 18:56:38.893, 73, N/A, 187.50 W
2026/06/03 18:56:43.893, 70, N/A, 165.67 W
2026/06/03 18:56:48.894, 72, N/A, 177.27 W
2026/06/03 18:56:53.894, 72, N/A, 180.09 W
2026/06/03 18:56:58.895, 72, N/A, 181.15 W
2026/06/03 18:57:03.895, 72, N/A, 180.82 W
2026/06/03 18:57:08.896, 71, N/A, 182.41 W
2026/06/03 18:57:13.896, 73, N/A, 192.92 W
2026/06/03 18:57:18.897, 73, N/A, 192.10 W
2026/06/03 18:57:23.898, 75, N/A, 172.44 W
2026/06/03 18:57:28.898, 72, N/A, 175.23 W
2026/06/03 18:57:33.898, 72, N/A, 199.48 W
2026/06/03 18:57:38.899, 71, N/A, 173.00 W
2026/06/03 18:57:43.899, 71, N/A, 175.16 W
2026/06/03 18:57:48.900, 72, N/A, 177.31 W
2026/06/03 18:57:53.900, 73, N/A, 192.87 W
2026/06/03 18:57:58.901, 72, N/A, 188.66 W
2026/06/03 18:58:03.901, 72, N/A, 176.79 W
2026/06/03 18:58:08.902, 71, N/A, 175.54 W
2026/06/03 18:58:13.902, 71, N/A, 175.78 W
2026/06/03 18:58:18.903, 72, N/A, 188.48 W
2026/06/03 18:58:23.903, 70, N/A, 171.52 W
2026/06/03 18:58:28.904, 73, N/A, 188.70 W
2026/06/03 18:58:33.905, 71, N/A, 174.89 W
2026/06/03 18:58:38.906, 72, N/A, 180.04 W
2026/06/03 18:58:43.906, 72, N/A, 184.31 W
2026/06/03 18:58:48.907, 74, N/A, 169.59 W
2026/06/03 18:58:53.908, 73, N/A, 187.33 W
2026/06/03 18:58:58.908, 72, N/A, 178.38 W
2026/06/03 18:59:03.909, 72, N/A, 180.76 W
2026/06/03 18:59:08.909, 71, N/A, 175.16 W
2026/06/03 18:59:13.910, 72, N/A, 182.98 W
2026/06/03 18:59:18.910, 71, N/A, 178.30 W
2026/06/03 18:59:23.911, 71, N/A, 174.49 W
2026/06/03 18:59:28.911, 72, N/A, 178.88 W
2026/06/03 18:59:33.912, 72, N/A, 175.50 W
2026/06/03 18:59:38.912, 71, N/A, 178.72 W
2026/06/03 18:59:43.913, 72, N/A, 188.08 W
2026/06/03 18:59:48.913, 73, N/A, 179.30 W
2026/06/03 18:59:53.914, 72, N/A, 183.69 W
2026/06/03 18:59:58.914, 73, N/A, 179.32 W
2026/06/03 19:00:03.915, 74, N/A, 186.09 W
2026/06/03 19:00:08.915, 72, N/A, 177.79 W
2026/06/03 19:00:13.916, 72, N/A, 182.00 W
2026/06/03 19:00:18.916, 74, N/A, 179.83 W
2026/06/03 19:00:23.917, 71, N/A, 175.89 W
2026/06/03 19:00:28.917, 70, N/A, 173.27 W
2026/06/03 19:00:33.918, 71, N/A, 179.34 W
2026/06/03 19:00:38.918, 72, N/A, 175.57 W
2026/06/03 19:00:43.919, 73, N/A, 172.61 W
2026/06/03 19:00:48.919, 72, N/A, 180.86 W
2026/06/03 19:00:53.919, 72, N/A, 177.92 W
2026/06/03 19:00:58.920, 72, N/A, 178.87 W
2026/06/03 19:01:03.920, 72, N/A, 177.63 W
2026/06/03 19:01:08.921, 72, N/A, 178.07 W
2026/06/03 19:01:13.921, 71, N/A, 178.33 W
2026/06/03 19:01:18.922, 72, N/A, 165.98 W
2026/06/03 19:01:23.922, 71, N/A, 169.11 W
2026/06/03 19:01:28.923, 74, N/A, 185.89 W
2026/06/03 19:01:33.923, 73, N/A, 180.53 W
2026/06/03 19:01:38.923, 72, N/A, 180.48 W
2026/06/03 19:01:43.924, 72, N/A, 176.40 W
2026/06/03 19:01:48.925, 72, N/A, 181.38 W
2026/06/03 19:01:53.926, 71, N/A, 180.09 W
2026/06/03 19:01:58.926, 74, N/A, 180.98 W
2026/06/03 19:02:03.927, 72, N/A, 172.83 W
2026/06/03 19:02:08.941, 72, N/A, 178.06 W
2026/06/03 19:02:13.941, 70, N/A, 174.21 W
2026/06/03 19:02:18.942, 73, N/A, 179.86 W
2026/06/03 19:02:23.942, 71, N/A, 177.85 W
2026/06/03 19:02:28.943, 74, N/A, 181.54 W
2026/06/03 19:02:33.943, 73, N/A, 185.46 W
2026/06/03 19:02:38.944, 72, N/A, 171.17 W
2026/06/03 19:02:43.944, 71, N/A, 162.67 W
2026/06/03 19:02:48.945, 72, N/A, 182.77 W
2026/06/03 19:02:53.945, 72, N/A, 179.68 W
2026/06/03 19:02:58.946, 72, N/A, 182.43 W
2026/06/03 19:03:03.946, 71, N/A, 161.61 W
2026/06/03 19:03:08.946, 72, N/A, 177.70 W
2026/06/03 19:03:13.947, 71, N/A, 171.15 W
2026/06/03 19:03:18.948, 71, N/A, 184.13 W
2026/06/03 19:03:23.948, 71, N/A, 178.40 W
2026/06/03 19:03:28.949, 72, N/A, 182.31 W
2026/06/03 19:03:33.949, 71, N/A, 188.61 W
2026/06/03 19:03:38.949, 71, N/A, 164.74 W
2026/06/03 19:03:43.950, 73, N/A, 186.56 W
2026/06/03 19:03:48.951, 72, N/A, 181.09 W
2026/06/03 19:03:53.951, 72, N/A, 160.25 W
2026/06/03 19:03:58.952, 72, N/A, 189.32 W
2026/06/03 19:04:03.952, 71, N/A, 177.76 W
2026/06/03 19:04:08.953, 71, N/A, 176.97 W
2026/06/03 19:04:13.954, 72, N/A, 180.77 W
2026/06/03 19:04:18.954, 72, N/A, 178.77 W
2026/06/03 19:04:23.954, 72, N/A, 182.44 W
2026/06/03 19:04:28.955, 71, N/A, 177.63 W
2026/06/03 19:04:33.955, 70, N/A, 174.45 W
2026/06/03 19:04:38.956, 73, N/A, 180.65 W
2026/06/03 19:04:43.956, 72, N/A, 181.59 W
2026/06/03 19:04:48.957, 72, N/A, 181.93 W
2026/06/03 19:04:53.957, 72, N/A, 181.95 W
2026/06/03 19:04:58.958, 72, N/A, 181.97 W
2026/06/03 19:05:03.959, 72, N/A, 181.07 W
2026/06/03 19:05:08.959, 71, N/A, 167.71 W
2026/06/03 19:05:13.960, 72, N/A, 168.22 W
2026/06/03 19:05:18.960, 71, N/A, 178.46 W
2026/06/03 19:05:23.961, 73, N/A, 182.34 W
2026/06/03 19:05:28.961, 72, N/A, 180.34 W
2026/06/03 19:05:33.962, 71, N/A, 179.44 W
2026/06/03 19:05:38.962, 70, N/A, 180.72 W
2026/06/03 19:05:43.963, 73, N/A, 182.52 W
2026/06/03 19:05:48.964, 72, N/A, 180.20 W
2026/06/03 19:05:53.964, 73, N/A, 179.52 W
2026/06/03 19:05:58.965, 72, N/A, 180.65 W
2026/06/03 19:06:03.965, 71, N/A, 174.90 W
2026/06/03 19:06:08.966, 71, N/A, 168.59 W
2026/06/03 19:06:13.966, 71, N/A, 176.65 W
2026/06/03 19:06:18.966, 72, N/A, 181.57 W
2026/06/03 19:06:23.967, 71, N/A, 178.43 W
2026/06/03 19:06:28.968, 71, N/A, 182.79 W
2026/06/03 19:06:33.968, 72, N/A, 185.41 W
2026/06/03 19:06:38.969, 71, N/A, 171.03 W
2026/06/03 19:06:43.969, 72, N/A, 175.25 W
2026/06/03 19:06:48.970, 71, N/A, 186.72 W
2026/06/03 19:06:53.970, 71, N/A, 181.64 W
2026/06/03 19:06:58.971, 72, N/A, 177.29 W
2026/06/03 19:07:03.971, 71, N/A, 181.93 W
2026/06/03 19:07:08.972, 73, N/A, 189.24 W
2026/06/03 19:07:13.972, 72, N/A, 183.63 W
2026/06/03 19:07:18.973, 71, N/A, 187.63 W
2026/06/03 19:07:23.973, 73, N/A, 188.33 W
2026/06/03 19:07:28.974, 71, N/A, 176.71 W
2026/06/03 19:07:33.975, 71, N/A, 180.62 W
2026/06/03 19:07:38.987, 72, N/A, 167.41 W
2026/06/03 19:07:43.987, 71, N/A, 162.68 W
2026/06/03 19:07:48.988, 71, N/A, 178.77 W
2026/06/03 19:07:53.988, 71, N/A, 172.88 W
2026/06/03 19:07:58.989, 70, N/A, 176.43 W
2026/06/03 19:08:03.990, 72, N/A, 180.46 W
2026/06/03 19:08:08.996, 71, N/A, 178.49 W
2026/06/03 19:08:13.996, 71, N/A, 181.83 W
2026/06/03 19:08:18.997, 72, N/A, 177.76 W
2026/06/03 19:08:23.997, 71, N/A, 172.88 W
2026/06/03 19:08:28.998, 71, N/A, 171.11 W
2026/06/03 19:08:33.998, 72, N/A, 180.31 W
2026/06/03 19:08:38.999, 73, N/A, 179.41 W
2026/06/03 19:08:44.000, 73, N/A, 192.39 W
2026/06/03 19:08:49.010, 71, N/A, 175.31 W
2026/06/03 19:08:54.022, 70, N/A, 184.15 W
2026/06/03 19:08:59.023, 73, N/A, 180.15 W
2026/06/03 19:09:04.023, 70, N/A, 172.84 W
2026/06/03 19:09:09.024, 71, N/A, 182.50 W
2026/06/03 19:09:14.025, 72, N/A, 175.30 W
2026/06/03 19:09:19.026, 71, N/A, 179.21 W
2026/06/03 19:09:24.026, 71, N/A, 164.50 W
2026/06/03 19:09:29.027, 70, N/A, 176.21 W
2026/06/03 19:09:34.027, 72, N/A, 178.94 W
2026/06/03 19:09:39.028, 73, N/A, 185.02 W
2026/06/03 19:09:44.029, 72, N/A, 182.36 W
2026/06/03 19:09:49.029, 70, N/A, 172.67 W
2026/06/03 19:09:54.030, 71, N/A, 167.86 W
2026/06/03 19:09:59.030, 71, N/A, 177.40 W
2026/06/03 19:10:04.031, 72, N/A, 176.09 W
2026/06/03 19:10:09.031, 74, N/A, 186.18 W
2026/06/03 19:10:14.032, 71, N/A, 177.35 W
2026/06/03 19:10:19.032, 72, N/A, 177.84 W
2026/06/03 19:10:24.033, 71, N/A, 173.38 W
2026/06/03 19:10:29.033, 71, N/A, 184.89 W
2026/06/03 19:10:34.034, 71, N/A, 181.63 W
2026/06/03 19:10:39.034, 71, N/A, 183.82 W
2026/06/03 19:10:44.035, 71, N/A, 166.28 W
2026/06/03 19:10:49.035, 70, N/A, 173.22 W
2026/06/03 19:10:54.036, 72, N/A, 189.55 W
2026/06/03 19:10:59.036, 71, N/A, 176.33 W
2026/06/03 19:11:04.037, 72, N/A, 172.25 W
2026/06/03 19:11:09.038, 71, N/A, 177.30 W
2026/06/03 19:11:14.039, 70, N/A, 175.73 W
2026/06/03 19:11:19.039, 71, N/A, 178.38 W
2026/06/03 19:11:24.040, 71, N/A, 180.76 W
2026/06/03 19:11:29.040, 72, N/A, 182.43 W
2026/06/03 19:11:34.041, 71, N/A, 177.65 W
2026/06/03 19:11:39.042, 73, N/A, 178.03 W
2026/06/03 19:11:44.042, 71, N/A, 181.05 W
2026/06/03 19:11:49.043, 73, N/A, 169.49 W
2026/06/03 19:11:54.043, 72, N/A, 174.87 W
2026/06/03 19:11:59.044, 71, N/A, 170.05 W
2026/06/03 19:12:04.044, 71, N/A, 174.49 W
2026/06/03 19:12:09.045, 71, N/A, 179.74 W
2026/06/03 19:12:14.045, 71, N/A, 185.89 W
2026/06/03 19:12:19.046, 71, N/A, 175.37 W
2026/06/03 19:12:24.046, 71, N/A, 181.53 W
2026/06/03 19:12:29.047, 72, N/A, 186.53 W
2026/06/03 19:12:34.047, 71, N/A, 179.31 W
2026/06/03 19:12:39.048, 72, N/A, 174.49 W
2026/06/03 19:12:44.048, 72, N/A, 189.03 W
2026/06/03 19:12:49.049, 71, N/A, 188.03 W
2026/06/03 19:12:54.049, 70, N/A, 173.37 W
2026/06/03 19:12:59.050, 71, N/A, 191.52 W
2026/06/03 19:13:04.050, 73, N/A, 187.60 W
2026/06/03 19:13:09.051, 71, N/A, 175.16 W
2026/06/03 19:13:14.051, 74, N/A, 183.82 W
2026/06/03 19:13:19.052, 73, N/A, 180.84 W
2026/06/03 19:13:24.053, 70, N/A, 178.05 W
2026/06/03 19:13:29.053, 71, N/A, 175.46 W
2026/06/03 19:13:34.054, 74, N/A, 184.37 W
2026/06/03 19:13:39.055, 70, N/A, 174.35 W
2026/06/03 19:13:44.055, 70, N/A, 167.56 W
2026/06/03 19:13:49.056, 71, N/A, 164.93 W
2026/06/03 19:13:54.056, 71, N/A, 180.65 W
2026/06/03 19:13:59.057, 70, N/A, 169.62 W
2026/06/03 19:14:04.058, 70, N/A, 171.07 W
2026/06/03 19:14:09.058, 70, N/A, 174.04 W
2026/06/03 19:14:14.059, 71, N/A, 169.01 W
2026/06/03 19:14:19.059, 71, N/A, 186.03 W
2026/06/03 19:14:24.060, 71, N/A, 173.48 W
2026/06/03 19:14:29.060, 72, N/A, 193.87 W
2026/06/03 19:14:34.061, 70, N/A, 176.38 W
2026/06/03 19:14:39.061, 73, N/A, 172.37 W
2026/06/03 19:14:44.062, 71, N/A, 174.01 W
2026/06/03 19:14:49.062, 72, N/A, 181.68 W
2026/06/03 19:14:54.063, 71, N/A, 180.44 W
2026/06/03 19:14:59.063, 70, N/A, 172.80 W
2026/06/03 19:15:04.064, 71, N/A, 187.25 W
2026/06/03 19:15:09.065, 70, N/A, 171.73 W
2026/06/03 19:15:14.065, 71, N/A, 183.83 W
2026/06/03 19:15:19.066, 71, N/A, 177.65 W
2026/06/03 19:15:24.067, 71, N/A, 169.42 W
2026/06/03 19:15:29.067, 71, N/A, 172.94 W
2026/06/03 19:15:34.068, 71, N/A, 181.82 W
2026/06/03 19:15:39.069, 72, N/A, 183.82 W
2026/06/03 19:15:44.069, 71, N/A, 175.29 W
2026/06/03 19:15:49.070, 71, N/A, 183.61 W
2026/06/03 19:15:54.071, 70, N/A, 171.73 W
2026/06/03 19:15:59.071, 73, N/A, 184.07 W
2026/06/03 19:16:04.072, 71, N/A, 176.40 W
2026/06/03 19:16:09.072, 72, N/A, 181.72 W
2026/06/03 19:16:14.072, 73, N/A, 176.57 W
2026/06/03 19:16:19.073, 72, N/A, 185.12 W
2026/06/03 19:16:24.074, 72, N/A, 186.73 W
2026/06/03 19:16:29.074, 71, N/A, 180.73 W
2026/06/03 19:16:34.075, 71, N/A, 183.49 W
2026/06/03 19:16:39.084, 72, N/A, 175.46 W
2026/06/03 19:16:44.084, 71, N/A, 180.80 W
2026/06/03 19:16:49.085, 73, N/A, 187.68 W
2026/06/03 19:16:54.085, 72, N/A, 194.30 W
2026/06/03 19:16:59.086, 72, N/A, 173.23 W
2026/06/03 19:17:04.096, 70, N/A, 158.65 W
2026/06/03 19:17:09.097, 71, N/A, 171.03 W
2026/06/03 19:17:14.097, 72, N/A, 183.09 W
2026/06/03 19:17:19.097, 71, N/A, 175.79 W
2026/06/03 19:17:24.098, 71, N/A, 175.61 W
2026/06/03 19:17:29.098, 71, N/A, 184.79 W
2026/06/03 19:17:34.105, 71, N/A, 176.92 W
2026/06/03 19:17:39.105, 72, N/A, 172.79 W
2026/06/03 19:17:44.106, 71, N/A, 180.81 W
2026/06/03 19:17:49.107, 70, N/A, 175.11 W
2026/06/03 19:17:54.107, 72, N/A, 185.43 W
2026/06/03 19:17:59.108, 71, N/A, 179.10 W
2026/06/03 19:18:04.108, 70, N/A, 174.20 W
2026/06/03 19:18:09.109, 70, N/A, 170.43 W
2026/06/03 19:18:14.110, 71, N/A, 174.20 W
2026/06/03 19:18:19.110, 72, N/A, 180.46 W
2026/06/03 19:18:24.110, 71, N/A, 172.67 W
2026/06/03 19:18:29.111, 71, N/A, 177.22 W
2026/06/03 19:18:34.111, 71, N/A, 188.13 W
2026/06/03 19:18:39.112, 71, N/A, 190.43 W
2026/06/03 19:18:44.113, 71, N/A, 167.75 W
2026/06/03 19:18:49.114, 71, N/A, 176.75 W
2026/06/03 19:18:54.114, 71, N/A, 190.46 W
2026/06/03 19:18:59.115, 73, N/A, 188.76 W
2026/06/03 19:19:04.115, 71, N/A, 182.95 W
2026/06/03 19:19:09.116, 70, N/A, 175.66 W
2026/06/03 19:19:14.116, 70, N/A, 172.32 W
2026/06/03 19:19:19.117, 72, N/A, 187.23 W
2026/06/03 19:19:24.117, 72, N/A, 183.15 W
2026/06/03 19:19:29.118, 71, N/A, 181.33 W
2026/06/03 19:19:34.119, 72, N/A, 188.05 W
2026/06/03 19:19:39.119, 73, N/A, 180.24 W
2026/06/03 19:19:44.120, 71, N/A, 172.64 W
2026/06/03 19:19:49.121, 71, N/A, 178.87 W
2026/06/03 19:19:54.121, 71, N/A, 177.24 W
2026/06/03 19:19:59.122, 71, N/A, 177.20 W
2026/06/03 19:20:04.122, 71, N/A, 169.27 W
2026/06/03 19:20:09.123, 70, N/A, 163.82 W
2026/06/03 19:20:14.123, 72, N/A, 177.24 W
2026/06/03 19:20:19.124, 71, N/A, 173.38 W
2026/06/03 19:20:24.124, 72, N/A, 179.89 W
2026/06/03 19:20:29.125, 72, N/A, 188.68 W
2026/06/03 19:20:34.126, 74, N/A, 170.42 W
2026/06/03 19:20:39.126, 71, N/A, 184.18 W
2026/06/03 19:20:44.127, 70, N/A, 178.37 W
2026/06/03 19:20:49.128, 71, N/A, 173.21 W
2026/06/03 19:20:54.128, 73, N/A, 175.93 W
2026/06/03 19:20:59.129, 71, N/A, 178.58 W
2026/06/03 19:21:04.130, 72, N/A, 187.93 W
2026/06/03 19:21:09.130, 71, N/A, 174.39 W
2026/06/03 19:21:14.131, 73, N/A, 175.76 W
2026/06/03 19:21:19.131, 72, N/A, 186.17 W
2026/06/03 19:21:24.132, 71, N/A, 181.22 W
2026/06/03 19:21:29.133, 71, N/A, 171.99 W
2026/06/03 19:21:34.133, 71, N/A, 179.81 W
2026/06/03 19:21:39.133, 70, N/A, 172.56 W
2026/06/03 19:21:44.134, 70, N/A, 183.19 W
2026/06/03 19:21:49.135, 72, N/A, 182.94 W
2026/06/03 19:21:54.135, 71, N/A, 178.62 W
2026/06/03 19:21:59.136, 72, N/A, 168.57 W
2026/06/03 19:22:04.137, 71, N/A, 185.30 W
2026/06/03 19:22:09.137, 72, N/A, 182.68 W
2026/06/03 19:22:14.138, 75, N/A, 171.99 W
2026/06/03 19:22:19.138, 73, N/A, 170.08 W
2026/06/03 19:22:24.139, 71, N/A, 173.10 W
2026/06/03 19:22:29.139, 71, N/A, 169.51 W
2026/06/03 19:22:34.140, 70, N/A, 173.44 W
2026/06/03 19:22:39.140, 71, N/A, 178.25 W
2026/06/03 19:22:44.141, 72, N/A, 179.07 W
2026/06/03 19:22:49.142, 71, N/A, 178.37 W
2026/06/03 19:22:54.142, 71, N/A, 183.14 W
2026/06/03 19:22:59.143, 71, N/A, 177.33 W
2026/06/03 19:23:04.144, 71, N/A, 178.71 W
2026/06/03 19:23:09.144, 71, N/A, 174.54 W
2026/06/03 19:23:14.145, 72, N/A, 174.53 W
2026/06/03 19:23:19.145, 71, N/A, 176.72 W
2026/06/03 19:23:24.146, 70, N/A, 173.93 W
2026/06/03 19:23:29.146, 72, N/A, 183.14 W
2026/06/03 19:23:34.147, 71, N/A, 179.04 W
2026/06/03 19:23:39.148, 71, N/A, 181.03 W
2026/06/03 19:23:44.149, 71, N/A, 156.77 W
2026/06/03 19:23:49.149, 71, N/A, 185.62 W
2026/06/03 19:23:54.150, 73, N/A, 183.23 W
2026/06/03 19:23:59.150, 70, N/A, 170.76 W
2026/06/03 19:24:04.151, 70, N/A, 185.16 W
2026/06/03 19:24:09.151, 73, N/A, 192.55 W
2026/06/03 19:24:14.152, 71, N/A, 178.62 W
2026/06/03 19:24:19.152, 72, N/A, 176.06 W
2026/06/03 19:24:24.153, 71, N/A, 177.85 W
2026/06/03 19:24:29.153, 71, N/A, 166.57 W
2026/06/03 19:24:34.154, 71, N/A, 179.54 W
2026/06/03 19:24:39.154, 71, N/A, 171.56 W
2026/06/03 19:24:44.155, 72, N/A, 174.52 W
2026/06/03 19:24:49.155, 71, N/A, 179.32 W
2026/06/03 19:24:54.156, 72, N/A, 179.40 W
2026/06/03 19:24:59.156, 71, N/A, 179.57 W
2026/06/03 19:25:04.157, 72, N/A, 177.64 W
2026/06/03 19:25:09.157, 71, N/A, 178.57 W
2026/06/03 19:25:14.158, 72, N/A, 181.95 W
2026/06/03 19:25:19.158, 72, N/A, 178.63 W
2026/06/03 19:25:24.159, 71, N/A, 187.21 W
2026/06/03 19:25:29.160, 71, N/A, 174.55 W
2026/06/03 19:25:34.161, 71, N/A, 175.47 W
2026/06/03 19:25:39.161, 71, N/A, 175.55 W
2026/06/03 19:25:44.162, 73, N/A, 187.23 W
2026/06/03 19:25:49.163, 72, N/A, 187.10 W
2026/06/03 19:25:54.164, 72, N/A, 177.73 W
